tappingTrials.thisRepN,tappingTrials.thisTrialN,tappingTrials.thisN,tappingTrials.thisIndex,instructions.started,instructions.stopped,tPrompt.started,tPrompt.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,13.95444724301342,None,23.920458069071174,None,,,,,,,
